Country,State,County,City,Gender,HS_Rank,HS_Class_Size,SType,IUPCollege,Program,HighestTest,GPA,Black,White,Asian,Hawaiian,Indian,Decision,FAFSA
,PA,Philadelphia,Philadelphia,F,,,N,HH,CRIM-HH-PLAW,,2.69,N,N,N,N,N,,Y
,PA,Philadelphia,Philadelphia,M,,,N,NM,PHYS-PENG,,,N,N,N,N,N,,N
,PA,Westmoreland,Irwin,M,190,392,N,BU,MGMT-SCMG,1150,3.4,N,Y,N,N,N,AP,Y
,PA,Erie,Erie,F,,,N,HH,CRIM-HH,1110,3.5,N,Y,N,N,N,,Y
,PA,Allegheny,Moon Township,F,,,N,ED,MIDL-ENLA,1030,3.24,N,Y,N,N,N,AD,Y
,PA,Somerset,Boswell,F,10,83,N,NM,BIOL-PMED,1220,4.25,N,Y,N,N,N,AD,Y
,PA,Luzerne,Plains,M,150,200,N,UC,EXPL-UC,940,,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,NM,BIOL-BA,1040,2.24,Y,N,N,N,N,RJ,N
,PA,Montgomery,Pottstown,F,,,N,NM,NASC-BS,870,2.81,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,NM,COSC-SWEN,1010,3.1,N,N,N,N,N,AD,Y
,PA,Lawrence,New Castle,F,49,152,N,HH,RESP,1040,3.71,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,NASC-PPHA,1010,3.76,Y,N,N,N,N,AP,Y
,PA,Venango,Polk,F,,,N,UC,EXPL-HHS,1080,,N,Y,N,N,N,AD,Y
,PA,Dauphin,Harrisburg,M,211,417,N,BU,MGMT-ESBU,1110,3.3,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,710,2.4,Y,N,N,N,N,AP,Y
,PA,Berks,Douglassville,M,131,284,N,NM,BIED,,3.2,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,HH,CRIM-HH-PLAW,,2.3,Y,N,N,N,N,,N
,PA,Allegheny,Bridgeville,M,,,N,ED,COMM-PROD,1110,,Y,Y,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,M,,,N,HS,ENGE,1070,,N,Y,N,N,N,,N
,PA,Westmoreland,Wendel,F,289,435,N,NM,BIOL-PMED,970,2.8,Y,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PMED,940,3.4,Y,N,N,N,N,AD,Y
,PA,Fayette,Brownsville,F,33,108,N,ED,ECED,940,3.17,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HS,HIST,1100,3.1,Y,N,N,N,N,AD,Y
,PA,Allegheny,Wexford,F,,,N,HS,ASIA,970,3.61,N,Y,N,N,N,AD,Y
,PA,Northampton,Walnutport,F,93,484,N,HS,PLSC-PLAW,1180,3.99,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-EDU,1140,3.7,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,ED,BTED,1020,3.27,Y,N,N,N,N,AD,Y
,PA,Clearfield,Du Bois,F,147,225,N,UC,EXPL-HHS,1020,2.69,N,Y,N,N,N,AD,N
,MD,Prince Georges,Brandywine,M,,,N,BU,MKTG,1070,,Y,N,N,N,N,AC,Y
,PA,Cambria,Johnstown,F,17,114,N,NM,NASC-PPHA,,4,N,Y,N,N,N,,N
,PA,Crawford,Meadville,F,29,84,N,NM,BIOL-PMED,1050,3.98,N,Y,N,N,N,AC,Y
,PA,Montgomery,Wyncote,M,,,T,ED,GNSTU-AA,,,Y,N,N,N,N,,N
,PA,Lehigh,Allentown,F,,,N,NM,NASC-PDNT,990,3.18,N,N,N,N,N,AP,Y
,PA,Bedford,Clearville,M,18,94,N,NM,NASC-PPTH,1080,3.96,N,Y,N,N,N,AD,Y
,PA,Westmoreland,Lower Burrell,M,134,142,N,NM,COSC-CYBR,920,1.8,N,Y,N,N,N,PC,Y
,PA,Erie,Erie,F,,,N,HH,NURS,,,N,Y,N,N,N,,Y
,PA,Clearfield,Curwensville,F,,,N,HH,HDFS,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,56,471,N,HS,SOC-DISB,750,3.34,N,N,N,N,N,AC,Y
,PA,Clearfield,Du Bois,F,6,215,N,HH,NURS,1230,4,N,Y,N,N,N,AP,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,HOSP-AS,1010,4,Y,N,N,N,N,AD,N
,PA,Montgomery,Pottstown,F,,,N,UC,EXPL-UC,770,2.6,N,Y,N,N,N,AD,N
,PA,Allegheny,McKeesport,F,,,N,ED,ECED,,,Y,N,N,N,N,,Y
,PA,Philadelphia,Philadelphia,F,19,471,N,ED,COMM-MDST,720,3.69,N,N,N,N,N,AD,Y
,MD,Queen Annes,Church Hill,M,155,263,N,HH,CRIM-HH-PLAW,1230,2.96,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,71,288,N,NM,COSC-CYBR,930,3.5,Y,N,N,N,N,AD,N
,PA,Montgomery,North Wales,F,,,N,HH,FSMR,900,,N,N,Y,N,N,,N
,PA,Bucks,Bensalem,F,8,52,N,NM,COSC-SWEN,830,3.54,N,N,Y,N,N,,N
,PA,Dauphin,Harrisburg,M,118,197,N,HS,HIST,940,2.6,Y,N,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HS,PHIL-PLAW,1030,3,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL-UC,740,3,Y,N,N,N,N,AP,Y
,PA,Franklin,Chambersburg,M,97,181,N,HH,CRIM-HH,1110,3.04,Y,N,N,N,Y,AC,N
,PA,Allegheny,Monroeville,F,198,281,N,FA,MUED,,2.39,Y,N,N,N,N,,N
,PA,Westmoreland,Derry,F,64,178,T,NM,BIOL-PVET,,3.8,N,Y,N,N,N,AP,Y
,PA,Westmoreland,New Alexandria,F,13,152,T,BU,MKTG,1190,4,N,Y,N,N,N,AP,Y
,PA,Delaware,East Lansdowne,F,254,333,N,HH,HOSP-AS,,1.77,Y,N,N,N,N,,N
,PA,Armstrong,Kittanning,F,162,209,N,NM,BIOL-PMED,,2.6,N,Y,N,N,N,,N
,PA,Indiana,Indiana,F,70,203,N,HH,NMDT,1090,3.67,N,Y,N,N,N,AP,Y
,PA,Somerset,Meyersdale,M,17,64,T,HH,HOSP,,3.64,N,Y,N,N,N,AP,Y
,PA,Lancaster,Lancaster,F,,,N,HS,HIST,1130,3.78,N,Y,N,N,N,,N
,PA,Northampton,Bath,F,,,N,HH,NURS,,3.82,N,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,ED,COMM-PROD,,,Y,N,N,N,N,,N
,MD,Harford,Bel Air,M,161,364,N,NM,BIOL-PVET,1200,3.46,N,N,N,N,Y,AD,Y
,NJ,Gloucester,Woodbury,F,50,70,N,ED,ECED,950,2,N,Y,N,N,N,RJ,Y
,PA,Pike,Dingmans Ferry,F,217,353,N,FA,ART-STUDIO,1100,2.98,N,N,N,N,N,AC,N
,PA,Philadelphia,Philadelphia,M,106,253,N,UC,EXPL,1200,3.7,N,N,Y,N,N,AC,N
,PA,Monroe,East Stroudsburg,M,231,353,N,HH,FSMR,840,2.94,Y,N,N,N,N,AD,N
,PA,Cambria,Johnstown,F,85,111,N,HH,CRIM-HH,830,3,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Greensburg,M,158,432,N,HS,SSED-HIST,1180,3.6,N,Y,N,N,N,AP,Y
,PA,Dauphin,Harrisburg,F,,,N,NM,PSYC,970,3.4,N,Y,N,N,Y,AD,N
,PA,Delaware,Brookhaven,M,11,164,N,HH,PESP-SPAD,990,3.45,Y,N,N,N,N,AD,Y
,PA,Montgomery,Schwenksville,F,335,450,N,NM,PSYC,1040,2.72,N,Y,N,N,N,PC,N
,PA,Northampton,Bethlehem,M,250,492,N,NM,BIOL-PMED,1140,3.28,N,Y,N,N,N,AD,N
,PA,Chester,Downingtown,M,163,270,N,ED,BTED,1100,3.22,N,Y,N,N,N,AD,N
,PA,Westmoreland,Herminie,F,342,449,T,UC,EXPL-HHS,,2.7,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,ED,SPCE,740,2.12,Y,N,N,N,N,RJ,N
,PA,Allegheny,Bethel Park,M,,,N,NM,BIOL-PMED,1080,3.73,N,Y,N,N,N,AD,N
,PA,Lancaster,Lititz,M,134,350,N,ED,BTED,1230,3.35,N,Y,N,N,N,AC,Y
,MD,Carroll,Sykesville,M,,,N,UC,EXPL,,,N,N,Y,N,N,,Y
,PA,Armstrong,Kittanning,F,121,192,N,UC,EXPL-HHS,890,3.02,N,N,N,N,Y,AP,Y
,PA,Allegheny,McKeesport,M,,,N,HS,SPAE,820,3.94,N,Y,N,N,N,AD,N
,PA,Franklin,Greencastle,M,151,232,N,ED,ECED,990,3.13,N,Y,N,N,N,AD,N
,PA,Armstrong,Ford City,M,191,203,N,NM,COSC-CYBR,990,2.19,N,Y,N,N,N,AW,N
ET,,,Addis Ababa,F,,,N,NM,COSC-SWEN,,,N,N,N,N,N,,N
,PA,Delaware,Upper Chichester,M,,,N,NM,COSC-SWEN,,,Y,N,N,N,N,,N
,PA,Indiana,Marion Center,M,,,N,NM,COSC-BA,,,N,Y,N,N,N,,N
,PA,Lebanon,Myerstown,F,125,165,N,HH,CRIM-HH-PLAW,,2.4,N,Y,N,N,N,,N
,NY,Bronx,Bronx,F,,,N,HH,NMDT,940,3.8,Y,N,N,N,N,AC,Y
,PA,Blair,Duncansville,M,235,278,N,NM,BIOL-BS,890,2.7,N,Y,N,N,N,AP,Y
,PA,Bucks,Yardley,F,262,634,N,NM,BIOC,1160,3.43,N,Y,N,N,N,AD,N
,PA,Delaware,Chadds Ford,M,,,N,BU,MKTG,1060,2.56,N,Y,N,N,N,RJ,N
,PA,Greene,Carmichaels,M,37,65,N,NM,COSC-SWEN,830,3.15,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,NM,CHEM-BS,890,3.79,N,N,Y,N,N,AC,Y
,PA,Allegheny,Sewickley,M,,,N,UC,EXPL-UC,1030,2.46,N,Y,N,N,N,AC,N
,PA,Northampton,Bethlehem,M,180,381,N,BU,MGMT-GNRL,1120,3.2,N,Y,N,N,N,AD,N
,PA,Berks,Reading,F,105,295,N,HS,SSED-HIST,870,3.56,N,N,N,N,N,AD,Y
SA,,,jazan,M,,,N,HH,NURS,,,N,N,N,N,N,,N
,PA,Bradford,Athens,M,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Beaver,Monaca,F,,,N,ED,ECED,930,,N,Y,N,N,N,,N
,PA,Allegheny,Pittsburgh,M,48,118,N,ED,COMM-PROD,1130,3.44,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,151,182,N,ED,GNSTU-AA,,1.75,N,N,N,N,N,,N
,PA,Schuylkill,Delano,F,49,75,N,HH,CRIM-HH,810,3.2,N,Y,N,N,N,PC,Y
,PA,Bucks,Morrisville,F,53,60,N,UC,EXPL-UC,870,1.88,N,N,N,N,N,AC,N
,PA,Bedford,Saxton,F,7,65,N,NM,CHEM-BS,1100,3.96,N,Y,N,Y,N,AD,Y
,PA,Crawford,Centerville,F,27,89,N,HS,SOC-HMSV,970,4,N,Y,N,N,N,AD,Y
,PA,Washington,Canonsburg,M,338,371,N,HH,NURS,990,2.16,N,Y,N,N,N,RJ,N
,PA,Wyoming,Nicholson,F,,,N,NM,BIOL-BS,,,N,Y,N,N,N,,N
,PA,Lackawanna,Taylor,M,,,N,HH,PESP-SPAD,,,N,Y,N,N,N,,Y
,PA,Philadelphia,Philadelphia,F,,,N,BU,INTB,,3.53,Y,N,N,N,N,,Y
,PA,Philadelphia,Philadelphia,M,,,N,HS,JRNL,,2.6,Y,N,N,N,N,,N
,PA,Lycoming,Hughesville,F,90,117,N,UC,EXPL-HHS,880,3.13,N,Y,N,N,N,AD,N
,PA,Erie,Fairview,M,,,N,NM,COSC-CYBR,,,N,Y,N,N,N,,N
,PA,Mercer,Hermitage,M,,,N,NM,COSC-SWEN,910,,N,Y,N,N,N,AC,N
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL,,2.5,Y,N,N,N,N,,N
,DE,New Castle,Bear,F,87,271,N,FA,ART-STUDIO,,3.5,Y,N,N,N,N,AC,Y
,PA,Washington,McMurray,F,,,T,HH,NMDT,,3.15,N,Y,N,N,N,,N
,MD,Cecil,Elkton,F,,,N,HH,NURS,,3.07,N,Y,N,N,Y,,N
,PA,Lackawanna,Dickson City,F,56,113,N,ED,SPCE,980,3.05,N,Y,N,N,N,AD,N
,PA,Butler,Mars,F,31,239,N,NM,PSYC,1240,4.39,N,Y,N,N,N,AC,N
,PA,Luzerne,Nanticoke,F,,,N,NM,PSYC,,,N,N,Y,N,N,,N
,PA,Allegheny,Glenshaw,M,,,N,HH,CRIM-HH,1010,2.18,N,Y,N,N,N,RJ,N
,PA,Allegheny,Homestead,M,,,N,BU,MGMT-ESBU,920,3.38,Y,N,N,N,N,AD,Y
,PA,Lehigh,Allentown,F,30,531,N,HS,HIST,860,3.73,N,N,N,N,N,AD,Y
,PA,Lehigh,Whitehall,F,156,367,N,HS,SPAE,880,3.48,N,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,,,T,HH,CRIM-HH,870,3.24,Y,N,N,N,N,AP,Y
,PA,Washington,Charleroi,F,,,T,HH,CRIM-HH,750,,N,N,N,N,N,,N
,PA,Indiana,Clymer,M,8,61,N,NM,BIOL-PMED,1110,3.87,N,Y,N,N,N,AW,Y
,PA,Delaware,Yeadon,M,,,N,HS,SOC,800,,Y,N,N,N,N,AD,Y
,PA,Delaware,Yeadon,F,163,333,N,UC,EXPL-UC,820,2.42,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,890,,Y,N,N,N,Y,AC,N
,PA,Westmoreland,Murrysville,M,,,N,UC,EXPL-UC,880,2.38,N,Y,N,N,N,AP,Y
,PA,Cumberland,Mechanicsburg,F,426,612,N,UC,EXPL-HHS,990,3.2,N,Y,N,N,N,AD,N
,PA,Butler,Harmony,F,,,N,FA,ARED,1200,4.28,N,Y,N,N,N,AC,Y
,PA,Bedford,Schellsburg,M,38,118,N,BU,MGMT-SCMG,1080,3.55,N,Y,N,N,N,AD,Y
,PA,Crawford,Titusville,F,36,137,N,UC,EXPL,920,3.33,N,Y,N,N,N,PC,Y
,MD,Montgomery,Boyds,F,,,N,NM,ENVE,1170,4.14,Y,N,N,N,Y,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,HS,PLSC,1080,3.73,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-STEM,710,2,Y,N,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,M,,,N,NM,PSYC,760,2.2,Y,N,N,N,N,RJ,Y
,PA,Montgomery,Hatboro,M,195,393,N,NM,BIOL-PMED,,4.22,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PMED,1020,3.5,Y,N,N,N,N,AD,Y
,PA,Lycoming,Jersey Shore,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,VA,Spotsylvania,Spotsylvania,M,115,228,N,HH,PESP-PATL,1000,2.92,Y,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,,,N,FA,MUED,1180,3.93,N,Y,N,N,N,AC,N
,MD,Frederick,Frederick,F,372,414,N,HH,HDFS,870,2.87,N,Y,N,N,N,AD,Y
,PA,York,York,M,,,N,UC,EXPL,,,Y,N,N,N,N,,N
,PA,Allegheny,Crescent,F,,,N,NM,BIOL-PVET,,,Y,Y,N,N,N,,N
,PA,Northumberland,Coal Township,F,103,156,N,NM,PSYC,850,2.8,N,Y,N,N,N,AD,N
,PA,Lancaster,Mountville,F,428,524,N,UC,EXPL-UC,940,2.44,N,N,N,N,N,AP,Y
,PA,Allegheny,Pittsburgh,F,170,299,N,UC,EXPL-UC,780,2.59,Y,N,N,N,N,AP,Y
,PA,Delaware,Newtown Square,F,,,T,ED,SPLP,,,N,Y,N,N,N,,N
,PA,Westmoreland,Greensburg,M,4,203,N,HH,CRIM-HH,960,3.36,N,Y,N,N,N,AD,Y
,PA,Washington,Mc Donald,M,,,N,HH,PESP-SPAD,,,Y,N,N,N,N,,N
,PA,York,Dillsburg,M,152,238,N,HS,PLSC-HMSC,970,3.3,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,227,264,N,NM,PSYC,960,2.8,N,Y,N,N,N,AD,Y
,PA,Westmoreland,West Newton,M,121,157,N,HH,CRIM-HH,,2.5,N,Y,N,N,N,,N
,PA,Washington,Avella,F,19,45,N,UC,EXPL-HHS,980,3.37,N,Y,N,N,N,AD,Y
,MD,Montgomery,Gaithersburg,M,,,N,NM,COSC-CYBR,1010,2.81,Y,N,N,N,N,AD,Y
BG,,,Lalmonirhat,F,,,T,HH,HOSP-AS,,,N,N,Y,N,N,,N
,PA,Westmoreland,Vandergrift,M,,,N,ED,ECSP,,,N,Y,N,N,N,,N
,PA,Bucks,Chalfont,M,,,N,BU,FIN,1050,3.09,N,Y,N,N,N,AC,N
,KY,Hardin,Fort Knox,M,,,T,ED,GNSTU-BA,,2.32,N,N,N,N,N,AW,Y
,PA,Tioga,Wellsboro,F,34,140,N,NM,PSYC,970,3.71,N,Y,N,N,N,AD,N
,PA,Lehigh,Allentown,M,,,T,NM,COSC-CYBR,,,N,N,Y,N,N,AD,Y
,PA,Lackawanna,Blakely,F,,,N,ED,GNSTU-BA,,,N,Y,N,N,N,,N
,PA,Erie,Erie,M,115,130,N,ED,BTED,870,2.94,Y,N,N,N,N,AD,Y
,PA,Beaver,Aliquippa,F,8,76,N,NM,PSYC,980,3.93,Y,N,N,N,N,AC,N
,PA,Mercer,Hermitage,M,107,151,N,BU,FIN,880,3,Y,Y,N,N,N,AC,Y
,PA,Bedford,Imler,F,21,82,N,ED,ECSP,1040,4,N,Y,N,N,N,AC,N
,PA,Cambria,Northern Cambria,F,,,N,NM,NASC-BS,870,3.11,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,HPED-RCLS,,,N,N,N,N,N,,N
,PA,Lancaster,Lancaster,F,,,N,HH,NURS,,2.32,N,N,N,N,N,,Y
DR,,,Santo Domingo,F,,,N,FA,THTR-MUTH,,,N,N,N,N,N,,N
,PA,Cambria,Fallentimber,F,27,68,N,BU,ACCT,990,3.7,N,Y,N,N,N,PC,Y
,PA,Lancaster,Lancaster,M,179,449,N,NM,BIOL-PMED,1200,3.44,N,Y,N,N,N,AP,Y
,PA,Washington,Donora,F,119,221,N,HH,CRIM-HH,870,3.38,Y,N,N,N,N,AP,Y
,PA,Delaware,Drexel Hill,F,,,N,ED,ECED,1020,3,N,Y,N,N,N,AD,Y
,PA,Delaware,Sharon Hill,F,,,N,NM,BIOL-PMED,930,4.35,Y,N,N,N,N,AD,Y
,PA,Allegheny,McKeesport,M,,,N,UC,EXPL-UC,1030,2.39,N,Y,N,N,N,AD,N
,PA,York,York,F,96,446,N,ED,COMM-MDST,1120,3.72,N,N,Y,N,N,AC,Y
,PA,Crawford,Townville,F,23,86,N,HH,CRIM-HH,1120,3.8,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,PSYC,890,3.73,Y,N,N,N,N,AD,N
,NJ,Union,Union,M,330,544,N,NM,COSC-BA,1160,2.68,N,Y,N,N,N,AD,N
,PA,Dauphin,Harrisburg,M,271,333,N,BU,MKTG,920,1.4,Y,N,N,N,N,RJ,N
,NJ,Somerset,Branchburg,F,,,N,BU,ACCT,990,3.4,N,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,ED,COMM-PROD,1170,3.85,Y,N,N,N,N,AC,N
,PA,Westmoreland,Greensburg,F,305,435,N,FA,ART-STUDIO,1080,2.8,N,Y,N,N,N,AD,Y
,PA,Northumberland,Sunbury,F,94,164,N,HS,SOC-HMSV,860,3.4,Y,N,N,N,N,AC,N
,PA,Chester,Berwyn,F,,,N,ED,ECED,1030,3.43,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PVET,990,3.82,Y,N,N,N,N,AD,Y
,PA,Forest,Marienville,F,11,12,N,ED,ECSP,1050,2.9,N,Y,N,N,N,AD,N
US,PA,Dauphin,Steelton,M,100,142,N,UC,EXPL-UC,860,2.2,N,N,N,N,N,AP,Y
,PA,Cambria,Sidman,F,99,135,N,AA,PUBH-ENOC,1010,2.89,N,Y,N,N,N,AC,N
,PA,Schuylkill,Shenandoah,F,45,80,N,HH,CRIM-HH-PLAW,,3.3,N,N,N,N,N,AP,Y
,DC,District Of Columbia,Washington,F,21,70,N,BU,MGMT-ESBU,1070,2.96,Y,N,N,N,N,AD,Y
,PA,Cambria,Johnstown,M,,,N,HH,SHE,,3,N,Y,N,N,N,,N
,FL,Seminole,Altamonte Springs,F,,,N,NM,BIOL-PVET,1240,3.73,N,Y,N,N,N,AD,N
,PA,Erie,Erie,F,,,N,HS,PLSC-PLAW,,,N,N,N,N,N,,N
,PA,Butler,Butler,F,,,N,HS,SOC,,3.38,N,Y,N,N,N,AD,Y
,PA,Lackawanna,Dunmore,M,96,112,N,NM,ENVE,980,2.76,N,Y,N,N,N,AC,N
,PA,Westmoreland,Derry,F,9,149,N,UC,EXPL,1320,4,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,HH,CRIM-HH,830,1,Y,N,N,N,N,RJ,N
,NJ,Middlesex,Edison,F,,,N,HH,FSMR,940,3.44,Y,N,N,N,N,AD,N
,PA,Dauphin,Harrisburg,M,76,298,N,BU,MGMT-ESBU,960,3.27,Y,N,N,N,N,AD,Y
,PA,Allegheny,Allison Park,F,,,N,HS,ENGL-LTCL,1240,4.53,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,BU,FIN,1050,,N,Y,N,N,N,,N
,PA,Bucks,Southampton,F,,,N,ED,ECSP,1000,3.33,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,M,,,N,UC,EXPL,690,2.61,Y,N,N,N,N,RJ,N
,PA,Chester,Chester Springs,M,,,N,NM,COSC-CYBR,,,N,N,Y,N,N,,N
,MD,Baltimore,Owings Mills,F,,,N,HH,CRIM-HH,1030,3.52,Y,N,N,N,N,AC,N
,PA,Erie,Waterford,M,58,175,N,BU,MGMT-ESBU,1060,3.7,N,N,N,N,N,AC,N
,PA,Bucks,Sellersville,M,38,53,N,NM,PHYS-PENG,,2.54,N,N,Y,N,N,,N
,PA,Jefferson,Punxsutawney,M,,,N,HH,SHE,950,,N,Y,N,N,N,PC,Y
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-HSS,890,,N,Y,N,N,N,,N
,PA,Lebanon,Annville,F,179,264,N,AA,PUBH-GLRC,900,2.94,N,Y,N,N,N,AP,Y
,PA,Lackawanna,Clarks Summit,M,,,N,BU,ACCT,1010,3,N,Y,N,N,N,AD,Y
,PA,Mckean,Smethport,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Cumberland,Shippensburg,F,,,N,HH,CRIM-HH,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,FA,ARED,,1.8,Y,N,N,N,N,,Y
,PA,Pike,Bushkill,F,,,N,HH,CRIM-HH,,,Y,N,N,N,N,,N
,MD,Prince Georges,Bowie,F,,,N,HH,CRIM-HH,,2.98,Y,N,N,N,N,,N
,PA,Lehigh,Allentown,F,449,574,N,HH,NURS,890,1.53,N,N,N,N,N,RJ,N
,PA,Montgomery,Eagleville,M,409,416,N,HH,CRIM-HH,900,1.3,Y,N,N,N,N,RJ,N
,PA,Crawford,Conneaut Lake,M,,,N,FA,MUED,1110,3.5,N,Y,N,N,N,AC,N
,PA,Mercer,Grove City,F,65,175,N,FA,ART-STUDIO,1210,3.3,N,Y,N,N,N,AD,Y
,PA,Franklin,Chambersburg,M,,,N,HS,JRNL,1070,3.29,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,HOSP-AS,,2.2,Y,N,N,N,N,,N
,PA,Allegheny,Clairton,M,203,228,N,UC,EXPL-UC,980,2.29,Y,N,N,N,N,PC,Y
,MD,Prince Georges,Glenn Dale,F,,,N,FA,ARED,760,2.22,Y,N,N,N,N,RJ,N
,PA,Westmoreland,Murrysville,M,,,N,UC,EXPL-UC,920,2.72,Y,N,N,N,N,AP,Y
,PA,Clearfield,Morrisdale,F,34,74,T,UC,EXPL-HHS,970,3.3,N,Y,N,N,N,AP,Y
,PA,Cambria,Johnstown,F,,,T,HS,ENGE,,3.4,Y,N,N,N,N,AP,Y
,PA,Cumberland,Carlisle,M,217,313,N,UC,EXPL-UC,1250,2.49,N,Y,N,N,N,AD,Y
,PA,Warren,Russell,M,,,N,NM,COSC-CYBR,1180,,N,Y,N,N,N,,N
,PA,Montgomery,Collegeville,F,378,448,N,UC,EXPL-UC,940,2.47,Y,Y,N,N,N,AW,Y
,PA,Bradford,Rome,M,,,N,NM,COSC-SWEN,1130,,N,Y,N,N,N,,N
,PA,Butler,Evans City,F,,,N,BU,HRMG,1090,3.43,N,Y,N,N,N,AD,Y
,PA,Montgomery,Lansdale,F,,,N,BU,MKTG,1170,5.26,Y,N,N,N,N,AD,Y
,PA,Adams,York Springs,F,,,N,NM,PSYC,920,3.12,N,Y,N,N,N,AC,N
,PA,York,York,M,,,N,ED,BTED,1180,3.68,N,Y,N,N,N,PC,Y
,PA,York,Red Lion,F,217,326,N,HH,NURS,,3.25,N,N,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Bucks,Silverdale,F,,,N,ED,SPLP,,,N,Y,N,N,N,,N
,PA,Beaver,Monaca,F,86,156,N,HH,RESP,940,2.8,N,Y,N,N,N,AC,Y
,PA,Lancaster,Lititz,F,254,326,N,NM,BIOL-PVET,920,2.56,N,Y,N,N,N,PC,Y
,PA,Allegheny,Pittsburgh,F,69,138,N,ED,COMM-PROD,1040,3.23,N,Y,N,N,N,AC,Y
ZI,,,Harare,F,,,N,ED,SPLP,,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,ED,BTED,,1.7,Y,N,N,N,N,,N
,MD,Frederick,Frederick,M,79,323,N,NM,PHYS-PENG,990,3.82,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,527,586,N,UC,EXPL,,1.62,Y,N,N,N,N,,N
,PA,Allegheny,Pittsburgh,M,126,285,T,NM,NASC-BS,1140,3.53,Y,N,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,T,HH,CRIM-HH-PLAW,,3.4,N,Y,N,N,N,AD,Y
,PA,Allegheny,Braddock,F,150,262,N,UC,EXPL-UC,950,2.1,Y,N,N,N,N,AD,Y
,PA,Delaware,Lansdowne,F,,,N,HH,INDS,,,N,N,N,N,N,,N
,PA,Montgomery,Lansdale,F,805,1093,N,ED,ECSP,960,3.46,N,Y,N,N,N,AC,Y
,PA,Lancaster,Lancaster,M,,,N,HH,PESP-SPAD,880,2.77,Y,N,N,N,N,AP,Y
,PA,Dauphin,Harrisburg,F,127,300,N,FA,MUSC-BA,870,2.68,N,N,N,N,N,AD,N
,PA,Erie,Erie,M,11,68,N,FA,INFA-DART,,3.49,Y,N,N,N,N,AD,N
